Run,Event,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
147115,370716467,3.66297,2.64621,1.75628,-1.82493,3.176,-0.546923,0.585944,1,57.7524,22.0096,-0.860377,53.3871,22.0264,1.61854,-0.039071,1,22.4607
147115,370734787,10.6889,-10.462,-0.821687,-2.03063,10.4942,-0.192312,-3.06321,1,13.3979,3.28464,0.493984,12.9796,3.32158,2.07207,0.149273,-1,20.2156
147115,370376188,13.3506,7.82447,-1.6444,-10.6917,7.9954,-1.10095,-0.207146,-1,111.19,7.72193,15.4555,-109.84,17.2772,-2.54891,1.10745,1,23.4554
147115,370230613,21.0968,9.86972,5.42046,17.8405,11.2602,1.24068,0.50223,-1,16.4565,-2.73988,0.786292,-16.2077,2.85047,-2.4388,2.86212,-1,36.3074
147115,370572917,54.5006,-5.61591,17.7039,51.2382,18.5733,1.73925,1.87797,1,3.57962,0.487619,-3.54028,0.205706,3.57371,0.0575294,-1.43392,-1,22.3592
147115,370908526,5.99981,3.58897,0.454328,-4.78651,3.61761,-1.09246,0.12592,-1,36.0772,-13.6956,3.84497,-33.1544,14.2251,-1.58245,2.86789,-1,14.503
147115,370051448,13.0001,3.91218,0.399773,-12.3911,3.93256,-1.86511,0.101833,-1,28.2159,-26.0007,5.57331,-9.43612,26.5913,-0.347803,2.93044,1,26.434
147115,481573388,3.07624,-0.383146,2.4083,1.87525,2.43858,0.70827,1.72857,1,2.54822,-0.647376,-0.916909,-2.2877,1.12242,-1.46059,-2.18557,1,5.30831
147115,481809765,27.426,-0.123708,4.50818,-27.0527,4.50988,-2.49154,1.59823,-1,40.3234,-13.0389,2.00139,38.1046,13.1916,1.7826,2.98929,1,65.209
147115,482106287,22.3766,-3.23406,13.5803,-17.4879,13.9601,-1.04928,1.80458,1,43.2647,3.78312,-6.88722,-42.5452,7.85785,-2.39062,-1.06849,1,25.6849
147115,482403239,4.19875,1.01489,0.508752,-4.04236,1.13527,-1.98226,0.464677,1,80.5127,-12.063,13.3551,-78.4756,17.9965,-2.17865,2.3054,-1,7.24907
147115,481522582,33.5242,20.3424,3.35346,26.4351,20.6169,1.06755,0.163381,1,59.6179,-22.4068,-8.28623,-54.6221,23.8899,-1.56484,-2.78738,-1,88.6135
147115,482102034,47.7888,-14.0241,-13.2182,43.7307,19.2716,1.55792,-2.38577,-1,12.2436,3.08141,1.28393,11.7798,3.3382,1.9736,0.394792,-1,16.1342
147115,482194210,20.9838,-11.2406,-5.89726,-16.7091,12.6936,-1.08837,-2.65843,1,7.93998,3.50706,1.93571,6.85542,4.0058,1.30657,0.504337,1,25.768
147115,482260690,4.41252,-0.974871,-2.00758,3.80651,2.23176,1.30366,-2.02285,-1,90.815,6.10354,15.5802,89.2601,16.7331,2.37598,1.19742,-1,14.013
147115,481781393,17.724,4.34602,-5.28443,16.3502,6.84201,1.60546,-0.882534,1,138.932,14.1619,21.2725,136.561,25.5554,2.37772,0.983437,-1,23.6853
147115,482073099,4.61245,0.604283,2.04646,4.08919,2.13381,1.4056,1.28367,-1,158.633,45.053,34.8456,148.056,56.956,1.68355,0.658332,-1,7.44615
147115,482384299,3.87201,-0.794786,2.39868,2.93379,2.52693,0.99077,1.89075,-1,56.4449,-6.34689,10.6198,-55.0723,12.3719,-2.19875,2.10948,1,26.4427
147115,481580594,11.2267,0.669067,2.40925,-10.9447,2.50043,-2.18234,1.29991,1,73.1262,14.1972,11.3214,70.8358,18.1586,2.0704,0.673177,1,55.8474
147115,482008299,178.241,-22.7308,-22.415,-175.359,31.9237,-2.40482,-2.36319,-1,18.7776,-5.14459,2.21643,-17.9226,5.60173,-1.87971,2.7348,1,16.5406
147115,483347438,11.9085,1.84655,-2.04962,-11.5845,2.75875,-2.14192,-0.837471,-1,80.1125,13.6387,8.62948,78.47,16.1395,2.28501,0.564131,1,60.9189
147115,483006488,26.2592,-3.5971,-6.1143,-25.2828,7.09393,-1.98316,-2.10258,1,87.9149,10.3904,10.0521,86.718,14.457,2.4915,0.768853,1,95.9154
147115,483513705,82.472,-19.4076,-6.83868,79.8637,20.5772,2.06548,-2.80281,1,16.2792,-4.6913,-0.438727,15.5825,4.71177,1.91134,-3.04834,-1,2.85035
147115,483137706,5.16165,-4.35142,-2.69829,0.65345,5.12012,0.12728,-2.58653,-1,87.4438,5.82458,16.0033,-85.7694,17.0303,-2.31953,1.22174,-1,33.939
147115,483221347,7.35689,-2.83564,-0.216544,6.78498,2.8439,1.60396,-3.06538,-1,90.0491,13.4991,9.18126,-88.5568,16.3255,-2.39246,0.597272,1,51.0608
147115,482625428,69.0897,-19.2264,15.6819,-64.4811,24.8108,-1.68335,2.45739,-1,15.0281,2.3025,-3.95021,14.3156,4.57227,1.85907,-1.04306,1,64.3053
147115,482945860,4.29647,-1.5415,-1.25564,3.80877,1.98818,1.40529,-2.45804,-1,144.087,-0.628277,22.5235,142.314,22.5323,2.54245,1.59868,-1,14.4454
147115,482619421,29.7965,-5.30355,-17.1016,23.8168,17.9051,1.09671,-1.87151,-1,21.5101,-5.44486,0.496654,20.8037,5.46746,2.0463,3.05063,1,15.8156
147115,483445933,13.2605,-0.390004,-3.28856,12.8404,3.3116,2.06454,-1.68884,1,27.4791,0.475611,-14.1331,23.5612,14.1411,1.28353,-1.53716,-1,5.57872
147115,483632749,,-0.858909,19.2071,106.426,19.2262,2.41238,1.61548,1,14.8555,1.80206,-2.25549,-14.5723,2.88698,-2.32173,-0.896686,1,80.0291
147115,488037999,104.921,24.5879,9.53962,-101.552,26.3737,-2.05781,0.370101,1,8.60145,-2.78602,1.52663,-7.99328,3.17687,-1.65319,2.64032,1,17.0105
147115,488390967,55.1197,6.73058,-11.6996,53.4416,13.4974,2.08482,-1.04875,1,25.1815,-5.60786,3.12344,24.3497,6.41903,2.04333,2.63341,-1,17.9445
147115,488527679,5.93737,-4.75385,3.27502,1.38834,5.77277,0.238238,2.53834,1,12.2478,-11.6645,3.73362,0.0965306,12.2474,0.00788161,2.83181,-1,3.13272
147115,488050056,42.9827,35.0309,-20.5045,-14.1389,40.5906,-0.341644,-0.529559,1,4.99615,-2.4389,2.35069,-3.67253,3.38733,-0.939675,2.37461,1,24.3499
147115,488759081,21.2844,3.31197,-13.6589,15.9842,14.0547,0.975195,-1.33291,1,17.5175,0.860473,4.53729,16.8978,4.61816,2.00851,1.38338,-1,17.9932
147115,488111674,27.303,-19.6781,16.417,-9.41847,25.6271,-0.359712,2.4463,-1,17.9914,1.43845,4.77558,-17.2863,4.98751,-1.95631,1.27823,1,23.593
147115,488582266,2.85125,2.1195,0.317328,1.88061,2.14312,0.792057,0.148615,1,55.8235,-14.7015,-1.6702,-53.8269,14.7961,-2.00293,-3.02847,1,24.1696
147115,488627426,2.15605,1.78066,-1.06957,0.577769,2.07719,0.274682,-0.540907,1,63.2752,-3.3077,14.0004,61.6182,14.3859,2.16122,1.8028,1,15.6005
147115,488838250,162.774,15.6797,-23.9496,-160.237,28.6258,-2.42338,-0.991127,1,27.9723,-7.42507,6.01963,-26.2884,9.55864,-1.73635,2.46035,1,34.6806
147115,488838124,107.579,27.8939,16.3456,102.606,32.3303,1.87199,0.530055,-1,1.30067,0.360245,-1.19806,-0.355855,1.25105,-0.280744,-1.27871,-1,19.2859
147115,488057117,8.04623,8.01837,0.315885,-0.589785,8.02459,-0.0734312,0.0393748,-1,36.7881,-10.7435,-2.7661,35.0755,11.0939,1.86838,-2.8896,1,28.4152
147115,489065150,79.9698,-6.7495,-12.7487,78.658,14.4252,2.39759,-2.05771,-1,10.8871,2.16493,0.265474,10.6664,2.18115,2.29069,0.122016,-1,9.96392
147115,489463767,5.97084,-2.07317,0.937601,-5.52031,2.27533,-1.61945,2.71687,-1,262.043,33.1724,-31.9864,257.959,46.0819,2.42341,-0.767198,1,78.5797
147115,489666207,10.6298,-9.97299,0.543218,-3.63831,9.98777,-0.356666,3.08718,-1,98.3872,17.4923,-2.59575,96.7849,17.6838,2.40123,-0.147319,-1,56.104
147115,489970199,12.2508,3.63239,4.10431,-10.9564,5.48084,-1.4432,0.846321,-1,22.9973,-8.28368,-1.66142,21.3892,8.44865,1.65893,-2.94365,1,33.2564
147115,490200328,12.9522,-1.67525,8.75488,9.39704,8.91372,0.9192,1.75986,-1,15.0101,-2.44238,-12.7827,-7.47948,13.0139,-0.547036,-1.75959,1,27.2954
147115,489422321,26.803,-3.95884,-2.78091,-26.3628,4.83796,-2.39692,-2.52922,1,158.525,-13.4975,-23.4979,-156.192,27.0986,-2.45219,-2.09219,-1,5.00459
147115,489136282,70.3698,11.9535,10.2639,-68.5833,15.7555,-2.17695,0.709494,1,99.4159,-15.9291,-18.1662,-96.4353,24.1608,-2.09262,-2.29067,1,38.9585
147115,489268210,21.6268,-16.6226,11.8109,7.20479,20.3914,0.346359,2.52383,1,17.2374,1.83583,-2.70975,-16.9238,3.27308,-2.34536,-0.97534,-1,33.3839
147115,489293867,149.784,10.8861,-23.6019,-147.512,25.9915,-2.43696,-1.13864,1,3.15509,1.09494,-2.04604,-2.13763,2.3206,-0.824509,-1.07943,1,13.9319
147115,489348979,63.4479,30.1173,-55.6454,4.70911,63.2729,0.0743568,-1.07471,1,12.9814,-10.8676,-0.577937,7.07651,10.883,0.611422,-3.08846,-1,46.5932
147115,490083197,70.6329,-8.10884,-10.122,-69.432,12.9695,-2.3795,-2.24621,-1,134.101,24.3963,-0.789991,-131.861,24.4091,-2.3884,-0.0323703,-1,31.825
147115,67248777,2.59696,2.21786,1.27679,0.4417,2.55912,0.171753,0.522351,-1,4.14791,2.49591,2.125,-2.54164,3.27799,-0.713317,0.7053,1,2.70031
147115,67851082,3.05583,-1.76438,-2.26491,1.04655,2.87104,0.356895,-2.23261,1,44.1808,-5.14324,-14.3974,-41.4512,15.2885,-1.72296,-1.9139,1,16.5352
147115,67221547,50.0339,14.1603,9.43259,-47.0521,17.0143,-1.74154,0.587632,-1,56.3109,-10.6458,-1.10254,-55.2844,10.7027,-2.34438,-3.03839,-1,27.4718
147115,68146799,12.676,-11.877,3.98745,-1.92784,12.5285,-0.153276,2.81769,-1,4.6926,-1.10077,4.55956,-0.138671,4.69055,-0.0295597,1.80768,-1,7.47811
147115,67254436,41.833,-31.0603,6.28841,27.3078,31.6905,0.780128,2.94183,1,26.1961,13.4748,-7.5986,-21.1407,15.4696,-1.11841,-0.513461,-1,65.4138
147115,67682476,22.0056,-9.66034,-8.55779,17.8238,12.9057,1.12693,-2.41664,1,5.21776,2.23441,4.12458,-2.2848,4.69092,-0.469617,1.07432,1,20.6119
147115,68095388,56.9576,-6.91344,-11.8917,55.2717,13.7553,2.09912,-2.0974,1,8.70752,-1.21342,-1.10119,-8.55195,1.6386,-2.35452,-2.40464,1,43.5237
147115,67630373,16.2447,-11.7528,10.0075,5.06111,15.4362,0.322265,2.43623,-1,5.20983,-1.64027,-0.664197,4.90007,1.76964,1.74274,-2.75684,-1,9.71615
147115,67598301,22.8184,0.932914,6.83396,-21.751,6.89734,-1.86591,1.43512,1,38.0215,1.02638,-6.68187,-37.4157,6.76024,-2.41224,-1.41838,1,14.0333
147115,67841277,47.1251,16.0708,-9.47157,43.2758,18.6542,1.57818,-0.532564,-1,10.9015,-2.16116,2.2777,10.4396,3.13983,1.91646,2.32994,1,15.3792
147115,68129082,35.0971,12.9562,-1.97677,-32.5582,13.1061,-1.64135,-0.151405,-1,10.7375,-1.13524,1.66708,-10.5464,2.01691,-2.35638,2.16864,-1,10.1477
147115,67977255,19.1141,10.3966,12.8622,-9.58247,16.5386,-0.551081,0.891008,-1,7.53675,-5.15472,-2.2895,-4.99897,5.6403,-0.798646,-2.72361,1,18.9312
147115,67835192,22.7919,-9.45134,8.60089,-18.8724,12.779,-1.18184,2.40327,-1,21.0492,-12.7871,0.22012,-16.7186,12.789,-1.08287,3.12438,1,9.10858
147115,68317096,9.73311,5.26224,-3.93347,-7.18123,6.56989,-0.945666,-0.641893,1,125.655,-0.0598454,20.782,123.925,20.7821,2.48569,1.57368,-1,66.2572
147115,68658888,4.14983,3.46512,-2.25826,0.338095,4.13603,0.0816531,-0.577577,-1,21.5703,3.08136,4.42574,-20.8853,5.39277,-2.0634,0.962601,-1,13.8486
147115,68725496,6.03261,3.09903,3.91473,-3.38574,4.99291,-0.634641,0.901179,1,76.4488,-15.5469,-2.92639,-74.7941,15.8199,-2.25762,-2.95554,-1,23.1339
147115,68485217,56.2712,-4.34807,-20.6674,52.1575,21.1199,1.63588,-1.77815,1,7.43485,3.16835,-5.46717,3.91774,6.31889,0.585902,-1.04557,-1,15.1534
147115,68857290,4.49204,-3.64112,-2.03576,1.66625,4.17158,0.389505,-2.63179,-1,22.0474,9.88897,18.2815,7.35428,20.7847,0.346836,1.07494,1,17.889
147115,68759595,2.60303,2.02772,0.584983,1.52378,2.11042,0.670618,0.280866,-1,6.20526,-2.72465,-0.393877,-5.56116,2.75297,-1.45257,-2.99803,1,7.79509
147115,68909763,18.5594,1.62483,-7.4859,-16.9049,7.66021,-1.53249,-1.35706,1,45.4412,5.52305,16.5418,41.9615,17.4395,1.61179,1.24855,-1,57.7507
147115,68499436,64.3367,-4.34446,14.5001,-62.5307,15.1369,-2.126,1.8619,1,13.2058,-2.59142,2.65949,-12.6729,3.71327,-1.94151,2.34323,1,3.83292
147115,69022293,12.5043,-1.0428,5.22898,-11.3105,5.33195,-1.49659,1.76764,-1,122.424,-3.85776,-18.6662,-120.931,19.0607,-2.54689,-1.7746,1,22.6546
147115,69516725,40.6987,-8.28197,8.35236,-38.9619,11.7623,-1.91287,2.35196,1,90.4826,-16.8969,14.3545,-87.7242,22.1711,-2.08415,2.43737,-1,3.09373
147115,68999862,96.379,-22.7399,17.732,-91.964,28.8363,-1.87663,2.47931,1,15.898,4.89166,-1.36187,-15.0653,5.07769,-1.80794,-0.271531,1,23.7551
147115,69492279,0.963983,-0.489528,-0.78685,-0.265505,0.926699,-0.282725,-2.12733,-1,46.0591,2.94942,-11.735,-44.4414,12.1,-2.01215,-1.32456,1,7.04429
147115,260425621,7.02607,-0.45608,4.11898,5.67377,4.14416,1.11989,1.68107,-1,21.6501,1.05353,-21.5531,1.75591,21.5788,0.0812825,-1.52195,-1,21.5133
147115,260709254,47.7948,-14.0159,26.0424,37.5459,29.5745,1.05974,2.06453,-1,26.4621,1.87054,-7.7118,-25.2442,7.93542,-1.87424,-1.33284,-1,69.8515
147115,260737494,31.1059,-4.68869,-5.20185,30.3074,7.00307,2.17128,-2.30436,1,56.5302,6.10212,13.2651,54.6119,14.6014,2.02969,1.13965,1,20.0447
147115,261512110,18.04,1.6411,-3.57451,-17.606,3.93323,-2.20418,-1.14039,-1,28.5583,-6.63554,-2.08698,-27.6982,6.95599,-2.09032,-2.83687,-1,7.86979
147115,260892112,2.54003,-1.47554,1.07513,-1.76596,1.82569,-0.85805,2.5119,1,84.1274,-13.1555,6.13708,82.8655,14.5166,2.44266,2.7051,1,25.8462
147115,260615985,55.0602,-8.67666,10.3336,-53.3812,13.4933,-2.08402,2.26925,-1,20.205,0.605326,-4.86988,-19.6,4.90735,-2.09326,-1.44713,1,15.6073
147115,260577706,44.6006,-25.4199,7.87739,-35.7909,26.6125,-1.10553,2.84109,-1,6.36089,2.1641,0.24095,-5.97659,2.17747,-1.73448,0.110883,1,15.6783
147115,260786522,47.4075,-8.91087,4.53517,46.3411,9.99857,2.23818,2.67081,1,20.0969,4.98796,-13.7222,-13.8097,14.6006,-0.842548,-1.22215,1,58.2989
147115,261375075,17.544,17.3096,-2.14107,-1.89301,17.4415,-0.108323,-0.123067,-1,3.83068,3.38744,-1.30374,-1.22458,3.62967,-0.331288,-0.367401,1,2.63075
147115,260678156,42.2118,-7.73762,22.2274,-35.0416,23.5356,-1.18857,1.90579,-1,71.6051,-60.1426,-38.0732,7.78333,71.1808,0.109129,-2.57723,1,85.7465
147115,261425140,3.31479,2.51271,0.268024,2.14529,2.52697,0.770445,0.106265,1,83.4268,-8.14543,10.9509,82.3028,13.6481,2.49676,2.21033,-1,15.3304
147115,263066502,81.1333,15.8958,11.3215,-78.7512,19.5154,-2.10325,0.618888,-1,16.2258,-10.4173,3.12088,12.0423,10.8747,0.955295,2.85052,1,69.2107
147115,263233022,0,-10.3831,12.8993,92.3444,16.559,2.41969,2.24854,1,13.3908,1.29916,-3.63005,12.8238,3.85553,1.91681,-1.22711,-1,16.2728
147115,262712319,3.51467,-2.34929,-2.42052,-0.987337,3.37314,-0.288679,-2.34126,1,81.8078,-15.3902,6.86119,80.0536,16.8503,2.26237,2.72222,1,26.3446
147115,262805495,3.29145,0.837003,3.01239,-1.02887,3.12651,-0.323412,1.29978,1,167.051,33.7379,-17.2268,-162.7,37.8815,-2.16387,-0.472097,-1,28.4991
147115,263776823,20.7919,10.96,14.8781,9.53014,18.4792,0.495231,0.93589,1,36.6738,-7.34714,-9.55443,34.6367,12.0527,1.77775,-2.22633,1,36.1968
147115,263816495,13.1253,10.0443,6.58439,-5.29448,12.0101,-0.427679,0.580256,-1,23.1723,3.54792,-2.51639,-22.7604,4.3497,-2.35707,-0.616912,-1,18.1423
147115,263193528,28.3032,0.839176,14.9969,-23.9887,15.0204,-1.24743,1.5149,1,16.4876,3.09858,-15.7937,3.57724,16.0948,0.22047,-1.37707,-1,39.6666
147115,263765488,2.66666,-1.91668,1.75993,-0.583147,2.60212,-0.22227,2.3988,-1,45.9623,0.961342,-11.4415,44.5051,11.4818,2.06423,-1.48697,1,18.4661
147115,262796921,10.2063,-2.84798,-4.3354,-8.78991,5.18716,-1.29805,-2.15202,1,139.196,-20.0782,6.5651,137.584,21.1242,2.5728,2.82557,1,72.1293
147115,263492697,10.2702,8.42538,-5.73267,1.27562,10.1907,0.12485,-0.597453,-1,2.48621,1.44295,-1.90744,-0.678836,2.39174,-0.280146,-0.923159,1,2.57209
147115,263798377,16.5598,-11.9424,3.60317,-10.8914,12.4741,-0.788754,2.84857,1,13.5843,-6.42641,9.35499,-7.46446,11.3497,-0.617654,2.17271,-1,8.14862
147115,262763738,31.4232,-4.81677,18.4896,24.9469,19.1067,1.0819,1.82564,1,2.87905,0.918533,-1.97035,1.88757,2.17393,0.785099,-1.13457,1,12.9796
147115,263816842,37.9883,4.49927,-11.6206,-35.8864,12.4612,-1.77975,-1.20139,-1,16.6252,4.44956,1.77217,-15.9203,4.78949,-1.91622,0.379022,1,11.0284
147115,263164363,34.8984,0.367615,-22.0673,27.0333,22.0703,1.0318,-1.55414,1,41.7333,-3.08067,13.2118,39.4667,13.5663,1.78933,1.79988,1,36.9375
147115,263466284,21.7994,-3.19128,-14.6539,15.8207,14.9974,0.919664,-1.78523,-1,8.85919,-0.59733,1.81014,-8.6517,1.90615,-2.21774,1.88954,-1,26.6316
147115,263475404,100.714,17.9837,11.2152,98.4587,21.1942,2.24045,0.557614,1,24.0967,-7.93754,-3.87262,22.4198,8.83186,1.66144,-2.68768,-1,28.4825
147115,263575228,12.8603,12.7752,-0.972526,-1.11181,12.8121,-0.0866697,-0.0759798,-1,3.79631,-3.7306,-0.690865,0.131524,3.79403,0.0346591,-2.95848,-1,13.8532
147115,281593530,4.28524,1.5524,-1.25743,-3.79107,1.99777,-1.3969,-0.680803,-1,70.5469,-15.4514,-15.3164,67.1083,21.7563,1.84485,-2.36058,1,33.5097
147115,281806498,52.325,-8.38308,-4.96734,-51.4097,9.74425,-2.36516,-2.60667,1,9.11718,-2.27942,0.333859,-8.82132,2.30374,-2.05241,2.99616,-1,3.49424
147115,281605283,2.77656,0.978157,-2.14431,1.46779,2.35688,0.58825,-1.14283,1,81.2493,4.26097,13.7228,-79.9686,14.3691,-2.41768,1.26973,1,27.1377
147115,282151755,34.3289,7.63194,11.3365,31.4914,13.6661,1.57201,0.978272,-1,5.12896,1.6106,-3.02427,3.81654,3.42641,0.959638,-1.08144,1,12.4801
147115,281196221,25.081,15.671,-11.1008,-16.1323,19.2044,-0.763624,-0.616318,-1,8.8869,-1.96356,0.610516,-8.64573,2.05628,-2.14317,2.84014,-1,15.5541
147115,281615086,11.0957,0.498848,-2.13326,-10.8773,2.19081,-2.30554,-1.34108,-1,94.1268,-13.0551,18.4203,-91.379,22.5775,-2.10613,2.18736,-1,13.875
147115,281780438,14.8091,1.14411,-6.3198,-13.3439,6.42253,-1.47784,-1.3917,-1,2.80541,0.793283,-2.12462,-1.65136,2.26789,-0.675576,-1.21345,1,3.21716
147115,281447192,3.40828,-2.49894,1.29964,-1.91901,2.8167,-0.637277,2.66201,-1,10.5323,-2.74212,1.24716,-10.0923,3.01241,-1.92374,2.71474,-1,4.01412
